"Município";"1994";"1995";"1996";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";" Total"
"314740 PARAOPEBA";"0";"0";"0";"0";"0";"18,27";"48,31";"145,43";"84,71";"33,50";"104,58";"109,31";"102,97";"117,30";"89,27";"103,91";"95,73";"108,19";"93,24";"98,19";"108,03";"89,44";"108,83";"92,58";"105,47";"98,03";"90,49";"81,64"
"314750 PASSABEM";"0";"0";"0";"0";"0";"33,33";"0";"103,12";"171,88";"146,88";"144,00";"120,83";"128,57";"113,64";"120,00";"94,44";"116,67";"83,33";"55,56";"118,18";"116,67";"143,75";"115,79";"21,05";"84,62";"107,69";"61,54";"86,21"
"314760 PASSA QUATRO";"0";"0";"0";"0";"0";"44,40";"18,52";"26,00";"57,14";"15,35";"81,34";"87,28";"102,38";"79,46";"97,95";"78,24";"73,61";"78,24";"75,93";"138,04";"84,08";"80,79";"89,57";"91,41";"81,28";"71,94";"15,82";"61,62"
"314770 PASSA TEMPO";"0";"0";"0";"0";"0";"77,19";"67,54";"112,96";"51,38";"10,09";"106,49";"118,84";"97,18";"110,39";"92,54";"112,73";"114,55";"161,82";"147,27";"94,29";"112,86";"125,42";"90,77";"106,15";"123,08";"104,69";"107,81";"84,14"
"314780 PASSA-VINTE";"0";"0";"0";"0";"0";"50,00";"25,71";"66,67";"87,50";"18,75";"86,96";"194,74";"122,22";"123,81";"125,00";"75,00";"104,17";"87,50";"62,50";"178,57";"278,57";"120,00";"80,00";"68,00";"238,46";"61,90";"66,67";"80,07"
"314790 PASSOS";"0";"0";"0";"0";"67,60";"6,51";"23,59";"76,18";"67,89";"17,55";"68,95";"103,67";"104,37";"103,28";"106,99";"106,24";"106,95";"121,15";"110,10";"101,77";"137,81";"97,62";"87,38";"56,24";"81,50";"76,46";"49,90";"75,35"
"314795 PATIS";"0";"0";"0";"0";"0,93";"0";"69,61";"67,62";"85,71";"5,66";"79,27";"86,21";"126,67";"112,82";"126,39";"102,67";"121,33";"98,67";"90,67";"100,00";"100,00";"75,00";"103,77";"116,98";"56,25";"104,00";"112,00";"74,19"
"314800 PATOS DE MINAS";"0";"0";"0";"0";"46,52";"61,89";"88,94";"101,95";"72,58";"0";"88,96";"115,70";"109,62";"103,30";"101,03";"99,76";"99,40";"98,80";"100,36";"92,67";"97,38";"98,35";"14,88";"70,96";"92,87";"85,24";"64,10";"77,55"
"314810 PATROCINIO";"0";"0";"0";"4,61";"61,32";"58,93";"50,19";"92,45";"47,36";"4,26";"85,41";"87,78";"86,64";"102,11";"89,29";"94,06";"96,63";"102,13";"104,26";"125,39";"151,18";"110,31";"97,05";"92,31";"95,93";"90,44";"71,31";"80,62"
"314820 PATROCINIO DO MURIAE";"0";"0";"0";"0";"0";"1,61";"111,29";"11,11";"65,43";"23,17";"109,26";"122,41";"126,83";"158,06";"95,00";"105,36";"94,64";"103,57";"105,36";"142,59";"101,79";"152,50";"92,42";"115,15";"120,41";"147,62";"23,81";"82,37"
"314830 PAULA CANDIDO";"0";"0";"0";"0";"0";"41,08";"0";"39,38";"44,72";"19,14";"76,71";"135,51";"76,74";"104,84";"111,96";"77,78";"82,41";"113,89";"83,33";"127,96";"155,81";"78,49";"70,41";"83,67";"84,27";"102,56";"88,46";"64,86"
"314840 PAULISTAS";"0";"0";"0";"0";"0";"58,65";"100,98";"46,15";"54,37";"47,06";"102,50";"131,34";"165,00";"142,86";"140,32";"132,14";"107,14";"200,00";"150,00";"151,92";"191,30";"143,86";"136,59";"95,12";"125,58";"122,00";"54,00";"94,92"
"314850 PAVAO";"0";"0";"0";"0";"0";"56,34";"24,43";"140,88";"75,00";"33,05";"79,68";"127,74";"117,50";"101,61";"58,78";"128,68";"98,45";"82,95";"77,52";"118,95";"105,38";"95,28";"120,24";"104,76";"117,65";"115,12";"123,26";"74,01"
"314860 PECANHA";"0";"0";"0";"0";"0";"93,29";"17,70";"79,60";"94,25";"15,23";"65,56";"117,09";"88,05";"93,23";"92,67";"121,46";"105,26";"93,93";"74,90";"97,91";"90,00";"110,81";"93,00";"87,00";"84,13";"91,83";"67,31";"71,98"
"314870 PEDRA AZUL";"0";"0";"0";"0";"0";"0,20";"45,11";"102,80";"71,63";"10,06";"64,56";"128,21";"109,90";"122,20";"93,66";"92,48";"89,08";"86,17";"97,33";"62,21";"94,89";"78,31";"86,35";"70,03";"80,19";"83,61";"83,28";"70,81"
"314875 PEDRA BONITA";"0";"0";"0";"0";"0";"74,74";"56,38";"61,36";"46,63";"2,78";"69,63";"107,96";"76,52";"82,01";"92,71";"93,27";"75,96";"100,00";"76,92";"91,95";"54,05";"87,13";"89,66";"81,61";"96,55";"71,15";"66,35";"66,42"
"314880 PEDRA DO ANTA";"0";"0";"0";"0";"0";"60,94";"0";"48,33";"62,71";"25,42";"98,00";"100,00";"125,58";"154,84";"84,85";"75,00";"72,92";"81,25";"75,00";"89,74";"81,08";"100,00";"50,00";"83,33";"80,00";"100,00";"74,19";"65,50"
"314890 PEDRA DO INDAIA";"0";"0";"0";"0";"0";"68,18";"67,44";"81,48";"66,04";"0";"82,86";"118,00";"125,58";"159,26";"102,78";"128,12";"81,25";"109,38";"146,88";"76,74";"90,00";"113,33";"117,65";"152,94";"132,35";"124,32";"100,00";"87,95"
"314900 PEDRA DOURADA";"0";"0";"0";"0";"0";"132,56";"2,27";"66,67";"122,58";"54,84";"96,97";"94,29";"144,44";"51,16";"135,71";"130,00";"100,00";"135,00";"145,00";"200,00";"96,30";"151,61";"100,00";"96,30";"85,29";"82,76";"72,41";"86,97"
"314910 PEDRALVA";"0";"0";"0";"0";"0";"47,99";"32,00";"54,10";"47,76";"8,50";"66,67";"94,89";"81,70";"104,14";"76,60";"74,69";"74,69";"86,42";"68,52";"120,80";"72,80";"104,27";"93,94";"109,09";"122,31";"96,75";"65,58";"61,82"
"314915 PEDRAS DE MARIA DA CRUZ";"0";"0";"0";"0";"0";"26,84";"69,35";"48,95";"65,62";"8,76";"112,12";"109,09";"111,25";"123,26";"148,72";"117,65";"107,84";"104,58";"107,84";"125,42";"102,84";"114,39";"92,67";"61,33";"108,47";"86,07";"96,72";"80,07"
"314920 PEDRINOPOLIS";"0";"0";"0";"0";"85,96";"15,52";"74,58";"70,91";"90,57";"28,85";"124,44";"94,44";"194,74";"135,00";"165,52";"121,15";"109,62";"117,31";"92,31";"179,31";"93,55";"126,67";"116,13";"112,90";"55,81";"100,00";"75,76";"95,51"
"314930 PEDRO LEOPOLDO";"0";"0";"0";"0";"7,55";"19,52";"1,58";"33,02";"79,40";"49,24";"150,56";"122,21";"119,36";"112,20";"92,99";"111,00";"92,95";"95,63";"99,44";"93,49";"86,10";"93,97";"86,94";"88,40";"87,17";"86,49";"67,53";"76,17"
"314940 PEDRO TEIXEIRA";"0";"0";"0";"0";"0";"77,27";"63,64";"51,52";"55,88";"64,71";"132,00";"180,00";"54,17";"207,69";"60,71";"169,23";"176,92";"146,15";"184,62";"158,82";"161,11";"173,33";"100,00";"94,74";"84,62";"400,00";"220,00";"100,00"
"314950 PEQUERI";"0";"0";"0";"0";"0";"65,91";"13,33";"64,15";"71,70";"22,22";"115,15";"74,29";"125,71";"100,00";"176,00";"120,59";"114,71";"170,59";"129,41";"102,27";"186,67";"84,62";"50,00";"125,00";"60,87";"266,67";"103,70";"88,42"
"314960 PEQUI";"0";"0";"0";"0";"5,88";"28,99";"16,90";"93,94";"52,24";"25,00";"156,41";"72,31";"123,33";"94,74";"132,43";"104,44";"108,89";"113,33";"111,11";"90,57";"72,55";"126,53";"122,00";"100,00";"102,38";"147,62";"97,62";"80,12"
"314970 PERDIGAO";"0";"0";"0";"0";"0";"58,95";"81,44";"81,55";"55,77";"22,64";"101,27";"163,08";"123,86";"168,29";"142,22";"101,92";"114,42";"125,96";"147,12";"105,04";"97,79";"76,83";"65,27";"113,17";"99,36";"101,44";"94,24";"92,09"
"314980 PERDIZES";"0";"0";"0";"0";"47,64";"53,55";"56,67";"69,37";"75,56";"12,72";"86,21";"119,18";"83,53";"86,63";"84,16";"97,34";"98,40";"89,36";"92,55";"118,23";"46,24";"24,14";"49,72";"95,48";"80,10";"89,66";"83,74";"70,72"
"314990 PERDOES";"0";"0";"0";"0";"51,83";"85,67";"31,81";"71,09";"77,52";"14,57";"119,68";"134,54";"130,57";"116,29";"114,58";"136,02";"112,37";"104,30";"127,96";"118,05";"128,14";"103,32";"93,90";"75,61";"114,29";"126,70";"128,41";"87,39"
"314995 PERIQUITO";"0";"0";"0";"0";"0";"60,81";"67,81";"38,95";"56,98";"46,51";"68,97";"113,11";"116,53";"156,25";"115,52";"168,22";"107,48";"126,17";"112,15";"83,49";"103,28";"86,46";"117,05";"109,09";"109,18";"88,50";"83,19";"82,61"
"315000 PESCADOR";"0";"0";"0";"0";"0";"41,18";"0";"91,95";"50,57";"25,58";"122,22";"129,31";"107,35";"127,59";"84,62";"122,03";"94,92";"81,36";"93,22";"100,00";"166,67";"165,62";"114,00";"138,00";"82,69";"83,33";"75,93";"74,80"
"315010 PIAU";"0";"0";"0";"0";"0";"31,11";"0";"83,33";"97,22";"69,44";"92,59";"119,23";"125,93";"125,00";"65,71";"130,77";"100,00";"103,85";"103,85";"55,17";"126,32";"46,15";"64,29";"103,57";"64,52";"131,25";"137,50";"72,24"
"315015 PIEDADE DE CARATINGA";"0";"0";"0";"0";"0";"188,03";"0";"148,76";"89,43";"18,55";"65,47";"205,48";"116,52";"109,85";"114,71";"111,02";"96,06";"103,15";"123,62";"127,64";"101,59";"116,80";"86,99";"78,05";"67,35";"66,14";"70,87";"90,13"
"315020 PIEDADE DE PONTE NOVA";"0";"0";"0";"0";"0";"78,67";"0";"26,67";"69,33";"44,59";"90,32";"81,43";"106,56";"103,95";"106,00";"90,16";"95,08";"85,25";"81,97";"127,12";"75,93";"94,00";"40,00";"88,00";"107,41";"134,88";"139,53";"73,19"
"315030 PIEDADE DO RIO GRANDE";"0";"0";"0";"0";"0";"70,15";"59,70";"104,35";"69,57";"26,09";"81,48";"98,25";"106,52";"89,13";"70,91";"172,22";"102,78";"119,44";"133,33";"125,64";"80,39";"148,48";"81,25";"100,00";"102,38";"106,12";"69,39";"80,69"
"315040 PIEDADE DOS GERAIS";"0";"0";"0";"0";"0";"107,69";"31,75";"52,46";"52,46";"0";"83,61";"116,07";"112,00";"70,18";"148,65";"148,57";"105,71";"120,00";"114,29";"89,80";"100,00";"147,50";"158,97";"135,90";"98,08";"98,11";"52,83";"81,12"
"315050 PIMENTA";"0";"0";"0";"0";"39,23";"40,60";"23,70";"88,49";"67,38";"32,17";"172,29";"179,17";"143,01";"150,59";"117,28";"123,75";"117,50";"100,00";"101,25";"102,17";"90,79";"115,07";"101,43";"95,71";"142,03";"129,85";"117,91";"90,61"
"315053 PINGO-D\'AGUA";"0";"0";"0";"0";"0";"90,74";"33,96";"131,37";"127,45";"108,00";"190,77";"112,79";"154,17";"128,57";"182,61";"155,93";"128,81";"105,08";"93,22";"105,36";"151,22";"74,60";"135,42";"108,33";"105,36";"103,03";"78,79";"109,52"
"315057 PINTOPOLIS";"0";"0";"0";"0";"0";"67,69";"126,15";"82,07";"78,38";"11,92";"109,09";"119,17";"144,72";"131,73";"120,83";"151,14";"110,23";"134,09";"138,64";"89,32";"138,24";"75,95";"88,57";"100,00";"130,59";"84,82";"61,61";"95,27"
"315060 PIRACEMA";"0";"0";"0";"0";"0";"100,00";"63,64";"109,80";"53,92";"33,98";"105,41";"115,38";"95,16";"97,40";"130,36";"158,33";"102,08";"162,50";"133,33";"80,70";"142,22";"78,12";"302,70";"356,76";"123,08";"100,00";"103,70";"95,36"
"315070 PIRAJUBA";"0";"0";"0";"0";"91,30";"86,67";"25,00";"30,77";"64,10";"28,95";"114,89";"154,84";"120,51";"106,38";"101,85";"125,42";"123,73";"125,42";"122,03";"118,64";"102,99";"131,34";"117,65";"127,94";"76,84";"85,71";"50,55";"94,11"
"315080 PIRANGA";"0";"0";"0";"0";"0";"3,72";"0";"80,43";"60,49";"35,08";"74,81";"104,49";"120,09";"86,21";"100,84";"96,94";"89,08";"77,29";"62,88";"67,07";"112,95";"90,00";"89,24";"93,67";"104,03";"100,00";"68,21";"61,08"
"315090 PIRANGUCU";"0";"0";"0";"0";"0";"55,56";"14,44";"35,37";"32,53";"22,89";"104,08";"93,55";"114,00";"68,25";"110,34";"98,53";"73,53";"97,06";"102,94";"71,62";"88,31";"96,08";"81,25";"57,81";"141,46";"108,06";"95,16";"66,77"
"315100 PIRANGUINHO";"0";"0";"0";"0";"2,86";"63,83";"64,79";"59,71";"45,39";"6,29";"96,63";"84,62";"108,74";"100,00";"93,27";"114,29";"69,23";"101,10";"112,09";"140,00";"212,73";"101,64";"100,95";"100,00";"77,86";"85,15";"78,22";"79,57"
"315110 PIRAPETINGA";"0";"0";"0";"0";"0";"64,13";"46,05";"78,74";"7,95";"4,49";"55,83";"87,84";"95,24";"79,39";"98,01";"89,41";"90,00";"98,82";"86,47";"80,56";"68,06";"82,48";"65,14";"102,29";"100,70";"94,05";"53,57";"65,02"
"315120 PIRAPORA";"0";"0";"0";"0";"63,85";"47,39";"79,84";"79,90";"66,39";"5,03";"63,66";"92,43";"93,76";"101,61";"87,62";"94,38";"104,52";"93,77";"97,56";"87,61";"103,33";"94,16";"84,18";"56,04";"87,29";"83,63";"60,31";"74,94"
"315130 PIRAUBA";"0";"0";"0";"0";"0";"0";"130,91";"79,87";"81,58";"0";"114,29";"119,05";"143,80";"98,50";"102,10";"138,74";"106,31";"109,91";"115,32";"89,17";"61,54";"73,15";"76,34";"86,26";"86,67";"89,92";"58,82";"78,90"
"315140 PITANGUI";"0";"0";"0";"0";"48,49";"90,55";"85,36";"134,95";"83,88";"15,75";"98,76";"102,63";"97,51";"109,62";"80,86";"106,80";"98,58";"100,57";"90,37";"102,93";"101,42";"121,96";"63,75";"61,49";"87,58";"64,08";"70,11";"82,60"
"315150 PIUMHI";"0";"0";"0";"1,26";"63,11";"45,89";"31,37";"66,59";"90,30";"9,79";"63,11";"100,85";"96,85";"90,99";"90,79";"109,81";"101,09";"89,65";"95,91";"133,78";"169,21";"123,97";"116,71";"111,32";"96,61";"95,38";"62,36";"82,63"
"315160 PLANURA";"0";"0";"0";"0";"52,81";"100,00";"84,86";"83,94";"61,59";"15,71";"76,11";"154,39";"118,18";"141,41";"122,07";"100,00";"112,59";"91,61";"79,02";"97,32";"62,28";"116,67";"122,82";"86,58";"88,10";"84,38";"54,69";"86,06"
"315170 POCO FUNDO";"0";"0";"0";"0";"0";"47,22";"103,70";"77,09";"65,94";"1,73";"84,32";"91,04";"96,59";"122,67";"89,50";"98,94";"105,29";"83,07";"90,48";"111,52";"89,27";"100,00";"109,68";"118,06";"96,63";"101,23";"87,73";"79,21"
"315180 POCOS DE CALDAS";"0";"0";"0";"0";"0";"82,67";"49,58";"61,49";"94,37";"27,41";"91,64";"95,21";"89,22";"95,73";"97,55";"102,86";"86,14";"86,86";"81,10";"87,25";"95,00";"79,59";"79,72";"69,44";"81,74";"76,58";"64,74";"73,38"
"315190 POCRANE";"0";"0";"0";"0";"0";"122,88";"10,67";"76,39";"76,06";"10,00";"67,80";"104,31";"112,15";"128,70";"76,32";"231,82";"186,36";"202,27";"204,55";"137,61";"72,57";"78,65";"98,81";"120,24";"93,33";"152,11";"73,24";"83,11"
"315200 POMPEU";"0";"0";"0";"0";"40,07";"20,28";"56,45";"99,26";"58,76";"86,25";"90,63";"101,28";"105,83";"121,01";"113,25";"129,21";"88,37";"103,22";"88,37";"107,67";"91,87";"95,86";"89,24";"87,19";"88,86";"96,34";"67,07";"81,70"
"315210 PONTE NOVA";"0";"0";"0";"0";"3,04";"44,28";"25,10";"78,95";"81,13";"12,90";"80,00";"97,29";"111,08";"105,82";"98,68";"102,44";"104,60";"102,87";"80,03";"94,42";"43,48";"71,32";"46,39";"94,51";"97,75";"83,40";"75,44";"69,36"
"315213 PONTO CHIQUE";"0";"0";"0";"0";"160,00";"34,85";"13,64";"116,39";"124,19";"12,70";"110,20";"129,23";"129,51";"109,43";"133,33";"110,91";"114,55";"109,09";"123,64";"128,30";"103,39";"112,07";"122,41";"129,31";"98,25";"110,34";"43,10";"97,63"
"315217 PONTO DOS VOLANTES";"0";"0";"0";"0";"0";"51,08";"34,76";"41,18";"61,59";"53,41";"63,92";"82,84";"98,99";"94,47";"70,44";"94,15";"84,80";"93,57";"90,06";"93,22";"96,06";"72,97";"114,39";"106,47";"97,84";"82,99";"72,79";"70,29"
"315220 PORTEIRINHA";"0";"0";"0";"0";"56,02";"37,65";"78,84";"96,79";"94,98";"22,91";"85,42";"112,52";"111,40";"103,11";"90,50";"125,44";"122,79";"122,35";"103,32";"93,45";"97,54";"133,05";"63,05";"74,67";"89,91";"92,82";"81,94";"83,54"
"315230 PORTO FIRME";"0";"0";"0";"0";"0";"57,23";"11,25";"95,48";"44,63";"18,08";"82,29";"111,54";"121,59";"106,67";"86,32";"96,40";"82,88";"86,49";"82,88";"104,55";"92,45";"117,44";"80,00";"85,45";"118,29";"86,41";"63,11";"69,07"
"315240 POTE";"0";"0";"0";"0";"0";"32,57";"2,62";"33,78";"113,33";"37,87";"106,48";"94,38";"131,67";"141,40";"105,16";"146,38";"131,88";"137,68";"114,98";"105,47";"60,30";"83,78";"96,91";"44,85";"94,94";"104,58";"78,43";"77,27"
"315250 POUSO ALEGRE";"0";"0";"0";"0,57";"0,06";"50,52";"42,89";"24,34";"41,55";"7,72";"59,54";"92,30";"88,80";"91,95";"83,19";"96,61";"77,33";"78,55";"81,39";"87,12";"103,00";"78,63";"81,07";"80,71";"94,06";"77,61";"37,80";"64,20"
"315260 POUSO ALTO";"0";"0";"0";"0";"0";"39,01";"0";"29,17";"11,34";"8,16";"94,52";"71,60";"133,87";"83,33";"62,92";"127,14";"92,86";"87,14";"80,00";"83,82";"109,38";"86,42";"100,00";"101,56";"81,43";"117,19";"103,12";"59,67"
"315270 PRADOS";"0";"0";"0";"0";"0";"10,20";"31,97";"35,94";"55,47";"3,10";"46,46";"83,18";"81,58";"90,76";"94,83";"127,06";"105,88";"124,71";"124,71";"79,09";"125,93";"88,18";"90,32";"73,12";"108,22";"96,15";"80,77";"65,38"
"315280 PRATA";"0";"0";"0";"0";"87,93";"6,99";"93,64";"41,08";"53,04";"25,82";"102,69";"106,83";"125,00";"96,80";"100,58";"87,70";"73,53";"92,51";"89,84";"118,23";"104,92";"135,06";"105,37";"99,70";"92,18";"68,96";"58,79";"81,26"
"315290 PRATAPOLIS";"0";"0";"0";"0";"80,75";"79,50";"60,00";"84,51";"80,85";"1,42";"92,00";"96,67";"134,15";"158,21";"94,81";"82,65";"89,80";"97,96";"78,57";"155,84";"151,65";"75,58";"69,05";"46,43";"77,92";"57,50";"43,75";"77,24"
"315300 PRATINHA";"0";"0";"0";"0";"78,26";"59,57";"75,00";"80,00";"137,50";"60,98";"51,52";"168,75";"294,12";"95,12";"100,00";"105,56";"66,67";"105,56";"83,33";"168,18";"80,00";"146,15";"112,50";"132,50";"126,83";"78,43";"78,43";"94,98"
"315310 PRESIDENTE BERNARDES";"0";"0";"0";"0";"0";"69,07";"4,21";"87,04";"68,22";"23,58";"26,58";"138,81";"123,53";"118,64";"83,78";"123,73";"101,69";"84,75";"89,83";"125,93";"133,33";"122,50";"158,54";"82,93";"92,50";"89,58";"68,75";"73,90"
"315320 PRESIDENTE JUSCELINO";"0";"0";"0";"0";"0";"0";"37,37";"487,67";"60,27";"38,36";"108,77";"103,39";"135,19";"121,82";"114,04";"200,00";"174,19";"119,35";"122,58";"121,88";"88,57";"69,23";"85,71";"94,29";"128,57";"105,00";"87,50";"96,77"
"315330 PRESIDENTE KUBITSCHEK";"0";"0";"0";"0";"0";"0";"0";"91,38";"93,10";"72,41";"71,83";"130,36";"83,12";"146,67";"144,23";"113,64";"107,58";"96,97";"103,03";"98,04";"102,13";"175,00";"80,00";"89,09";"113,51";"80,00";"75,56";"98,25"
"315340 PRESIDENTE OLEGARIO";"0";"0";"0";"0";"68,81";"33,44";"61,54";"65,80";"49,34";"0";"69,04";"85,29";"108,04";"109,35";"89,12";"96,14";"87,44";"102,42";"83,57";"86,79";"124,87";"100,00";"104,21";"100,00";"94,51";"86,36";"53,54";"72,51"
"315350 ALTO JEQUITIBA";"0";"0";"0";"0";"0";"0";"45,99";"69,18";"60,40";"34,00";"118,18";"97,46";"109,57";"97,30";"87,63";"100,00";"92,31";"99,04";"121,15";"106,40";"109,90";"114,16";"98,28";"81,90";"111,22";"94,06";"106,93";"77,61"
"315360 PRUDENTE DE MORAIS";"0";"0";"0";"0";"0";"93,44";"34,95";"38,67";"68,63";"35,90";"73,43";"125,17";"117,70";"125,98";"95,56";"128,23";"120,16";"136,29";"154,03";"106,12";"95,71";"76,55";"80,13";"126,28";"91,91";"97,62";"73,02";"83,41"
"315370 QUARTEL GERAL";"0";"0";"0";"0";"30,65";"6,35";"76,19";"119,23";"78,85";"32,69";"97,37";"112,50";"151,72";"96,77";"69,05";"119,51";"102,44";"82,93";"58,54";"179,17";"128,12";"84,38";"114,29";"74,29";"140,91";"94,12";"88,24";"79,66"
"315380 QUELUZITO";"0";"0";"0";"0";"0";"0";"0";"89,66";"100,00";"0";"46,88";"241,67";"123,08";"85,00";"86,96";"180,00";"160,00";"110,00";"210,00";"84,21";"141,67";"120,00";"100,00";"262,50";"57,89";"145,45";"154,55";"75,50"
"315390 RAPOSOS";"0";"0";"0";"0";"0";"39,23";"25,73";"54,84";"43,15";"4,44";"69,70";"94,47";"110,27";"85,00";"88,00";"104,71";"78,53";"92,15";"92,67";"104,44";"94,47";"57,78";"66,96";"42,73";"86,54";"56,85";"26,90";"57,45"
"315400 RAUL SOARES";"0";"0";"0";"0";"0";"33,17";"18,18";"43,13";"65,41";"5,96";"53,80";"82,30";"82,06";"68,91";"85,51";"79,30";"72,98";"109,47";"74,04";"85,48";"82,48";"88,74";"81,82";"75,64";"118,31";"97,41";"86,67";"60,58"
"315410 RECREIO";"0";"0";"0";"0";"0";"21,12";"59,26";"111,02";"85,83";"3,17";"64,57";"107,02";"96,67";"113,33";"117,98";"130,68";"88,64";"97,73";"121,59";"114,77";"142,35";"88,42";"90,91";"74,75";"107,06";"90,82";"64,29";"75,69"
"315415 REDUTO";"0";"0";"0";"0";"0";"4,46";"102,68";"40,91";"16,30";"0";"79,80";"61,42";"85,15";"98,32";"82,14";"83,67";"77,55";"91,84";"90,82";"142,70";"78,30";"128,57";"36,44";"48,31";"96,84";"73,08";"53,85";"62,12"
"315420 RESENDE COSTA";"0";"0";"0";"0";"0";"37,95";"37,95";"105,06";"62,26";"10,00";"77,38";"88,82";"115,79";"89,80";"107,14";"113,64";"103,03";"110,61";"103,79";"138,76";"78,91";"96,99";"85,03";"41,50";"99,11";"58,77";"57,02";"71,56"
"315430 RESPLENDOR";"0";"0";"0";"0";"0";"47,72";"39,02";"69,85";"59,77";"6,13";"60,00";"93,41";"88,24";"107,73";"86,54";"120,10";"96,98";"114,07";"98,49";"89,04";"75,78";"91,35";"89,59";"82,35";"99,47";"104,88";"74,15";"69,66"
"315440 RESSAQUINHA";"0";"0";"0";"0";"0";"16,30";"0";"50,00";"12,86";"10,00";"42,86";"64,79";"72,86";"73,02";"53,97";"93,10";"72,41";"75,86";"106,90";"55,74";"131,25";"83,02";"86,79";"73,58";"112,50";"90,38";"92,31";"53,91"
"315445 RIACHINHO";"0";"0";"0";"0";"0";"326,98";"53,88";"48,12";"58,21";"16,18";"115,62";"132,74";"140,00";"145,07";"186,57";"160,00";"187,27";"174,55";"147,27";"132,10";"63,79";"111,43";"85,33";"125,33";"105,56";"124,00";"86,67";"103,12"
"315450 RIACHO DOS MACHADOS";"0";"0";"0";"0";"0";"34,08";"99,26";"100,50";"79,29";"7,14";"83,33";"120,00";"127,85";"119,23";"122,39";"106,43";"99,29";"115,00";"113,57";"57,72";"104,72";"80,31";"87,69";"80,00";"70,18";"61,54";"93,27";"75,58"
"315460 RIBEIRAO DAS NEVES";"0";"0";"0";"0";"14,95";"70,94";"48,64";"93,01";"61,17";"2,25";"102,16";"127,18";"132,27";"93,19";"93,17";"91,57";"100,02";"96,49";"100,81";"109,68";"100,32";"76,62";"69,14";"59,25";"76,11";"69,58";"52,22";"74,14"
"315470 RIBEIRAO VERMELHO";"0";"0";"0";"0";"0";"65,31";"14,58";"40,54";"113,51";"0";"76,79";"196,77";"141,18";"100,00";"109,52";"124,32";"102,70";"70,27";"110,81";"102,78";"75,00";"106,06";"112,50";"72,92";"77,08";"95,12";"80,49";"79,15"
"315480 RIO ACIMA";"0";"0";"0";"0";"0";"41,67";"24,59";"56,88";"78,40";"19,63";"91,43";"88,62";"103,88";"83,19";"93,10";"81,82";"90,21";"92,31";"73,43";"147,92";"106,16";"133,86";"97,67";"91,47";"97,10";"83,78";"61,49";"71,61"
"315490 RIO CASCA";"0";"0";"0";"0";"0";"45,13";"13,72";"32,59";"47,78";"18,59";"63,37";"86,97";"77,08";"80,89";"90,65";"95,35";"65,12";"77,21";"61,40";"107,03";"113,64";"85,25";"85,63";"89,66";"104,17";"97,20";"87,41";"62,19"
"315500 RIO DOCE";"0";"0";"0";"0";"0";"83,33";"0";"47,92";"62,50";"12,77";"78,57";"146,43";"100,00";"116,00";"86,36";"94,74";"89,47";"105,26";"152,63";"70,37";"115,79";"72,22";"94,74";"126,32";"69,57";"150,00";"135,71";"71,54"
"315510 RIO DO PRADO";"0";"0";"0";"0";"0";"0";"52,03";"69,07";"72,92";"7,45";"106,58";"105,32";"112,66";"121,31";"117,11";"141,38";"113,79";"141,38";"98,28";"83,33";"128,12";"67,61";"117,54";"117,54";"158,14";"89,39";"78,79";"74,91"
"315520 RIO ESPERA";"0";"0";"0";"0";"0";"0";"0";"64,23";"41,91";"35,56";"73,81";"124,19";"121,82";"51,22";"96,08";"80,70";"47,37";"64,91";"100,00";"59,26";"173,91";"88,57";"92,50";"110,00";"106,25";"204,00";"136,00";"54,55"
"315530 RIO MANSO";"0";"0";"0";"0";"0";"46,84";"24,68";"68,06";"52,05";"13,70";"115,38";"78,95";"174,19";"94,34";"123,68";"126,47";"138,24";"123,53";"105,88";"125,71";"107,69";"80,95";"62,79";"86,05";"111,63";"54,55";"70,91";"69,79"
"315540 RIO NOVO";"0";"0";"0";"0";"0";"32,05";"38,22";"75,48";"66,67";"7,01";"115,32";"106,25";"153,76";"125,81";"93,48";"131,08";"106,76";"104,05";"140,54";"112,50";"225,00";"140,82";"87,65";"113,58";"150,77";"101,08";"131,18";"85,69"
"315550 RIO PARANAIBA";"0";"0";"0";"0";"63,68";"46,08";"48,20";"39,77";"56,42";"2,75";"91,91";"86,57";"88,41";"135,00";"70,90";"121,14";"80,49";"111,38";"102,44";"92,65";"136,15";"88,89";"119,49";"127,12";"78,91";"102,08";"127,08";"77,34"
"315560 RIO PARDO DE MINAS";"0";"0";"0";"0";"0";"35,55";"52,99";"50,08";"85,02";"7,54";"126,64";"131,68";"105,65";"175,58";"94,36";"127,55";"103,33";"97,86";"92,40";"83,86";"93,57";"68,11";"85,05";"83,64";"85,39";"100,27";"68,82";"72,51"
"315570 RIO PIRACICABA";"0";"0";"0";"0";"0";"60,37";"24,63";"95,00";"59,26";"4,12";"101,49";"102,31";"91,76";"118,37";"87,91";"125,36";"97,10";"119,57";"127,54";"138,41";"168,29";"94,97";"100,00";"86,39";"86,84";"84,81";"72,15";"76,69"
